time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,etubesm(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
1955.00,197,23.3000,296.3667,94.9730,4.9986,26.5589,1.3112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8475,0.0784,0.0000,0.0000,27.3901,0.3138,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4008,0.0134,0.0000,0.0000,26.5589,1.3112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6889,0.0134,0.0000,0.0000,13.0889,0.2551,0.0000,0.0000,0.1373,0.0027,0.0000,0.0000,2.6085,0.0513,0.0000,0.0000
1956.00,197,23.3000,383.1302,120.2674,6.3299,35.1309,1.5917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7622,0.0914,0.0000,0.0000,35.0486,0.3656,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4259,0.0141,0.0000,0.0000,35.1309,1.5917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8065,0.0155,0.0000,0.0000,15.3243,0.2945,0.0000,0.0000,0.1452,0.0028,0.0000,0.0000,2.7595,0.0536,0.0000,0.0000
1957.00,197,23.3000,443.6413,140.6930,7.4049,23.6072,1.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9915,0.0770,0.0000,0.0000,23.9661,0.3080,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2019,0.0067,0.0000,0.0000,23.6072,1.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5843,0.0117,0.0000,0.0000,11.1009,0.2224,0.0000,0.0000,0.1309,0.0026,0.0000,0.0000,2.4864,0.0502,0.0000,0.0000
1958.00,197,23.3000,512.8375,164.9302,8.6805,23.9321,1.3507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5818,0.1027,0.0000,0.0000,30.3271,0.4109,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1305,0.0044,0.0000,0.0000,23.9321,1.3507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6733,0.0135,0.0000,0.0000,12.7925,0.2568,0.0000,0.0000,0.1651,0.0033,0.0000,0.0000,3.1360,0.0632,0.0000,0.0000
1959.00,197,23.3000,579.1851,188.9241,9.9434,23.9859,1.3701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6885,0.0901,0.0000,0.0000,26.7541,0.3602,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3250,0.0108,0.0000,0.0000,23.9859,1.3701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6653,0.0136,0.0000,0.0000,12.6411,0.2581,0.0000,0.0000,0.1621,0.0033,0.0000,0.0000,3.0803,0.0633,0.0000,0.0000
1960.00,197,23.3000,652.2432,213.3769,11.2304,27.8567,1.4137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9274,0.0952,0.0000,0.0000,31.7095,0.3806,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4560,0.0152,0.0000,0.0000,27.8567,1.4137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7311,0.0144,0.0000,0.0000,13.8900,0.2730,0.0000,0.0000,0.1672,0.0033,0.0000,0.0000,3.1758,0.0632,0.0000,0.0000
1961.00,197,23.3000,720.3640,237.3182,12.4904,25.5027,1.3712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1841,0.0912,0.0000,0.0000,28.7363,0.3648,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1821,0.0060,0.0000,0.0000,25.5027,1.3712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6919,0.0139,0.0000,0.0000,13.1469,0.2633,0.0000,0.0000,0.1661,0.0033,0.0000,0.0000,3.1553,0.0636,0.0000,0.0000
1962.00,197,23.3000,782.8419,262.4073,13.8109,24.2075,1.3808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0855,0.0801,0.0000,0.0000,24.3421,0.3203,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3326,0.0111,0.0000,0.0000,24.2075,1.3808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6832,0.0141,0.0000,0.0000,12.9815,0.2675,0.0000,0.0000,0.1643,0.0034,0.0000,0.0000,3.1211,0.0646,0.0000,0.0000
1963.00,197,23.3000,860.1655,289.6041,15.2423,25.0080,1.4721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2794,0.1175,0.0000,0.0000,33.1176,0.4701,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2196,0.0073,0.0000,0.0000,25.0080,1.4721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7338,0.0150,0.0000,0.0000,13.9428,0.2858,0.0000,0.0000,0.1766,0.0036,0.0000,0.0000,3.3561,0.0691,0.0000,0.0000
1964.00,197,23.3000,930.2830,315.5269,16.6067,26.4455,1.4992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1313,0.0947,0.0000,0.0000,28.5253,0.3788,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1176,0.0039,0.0000,0.0000,26.4455,1.4992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7224,0.0147,0.0000,0.0000,13.7253,0.2798,0.0000,0.0000,0.1707,0.0035,0.0000,0.0000,3.2436,0.0665,0.0000,0.0000
1965.00,197,23.3000,1012.3719,343.4241,18.0750,26.9788,1.4932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5035,0.1129,0.0000,0.0000,34.0141,0.4517,0.0000,0.0000,0.0000,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3675,0.0122,0.0000,0.0000,26.9788,1.4932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7447,0.0150,0.0000,0.0000,14.1502,0.2850,0.0000,0.0000,0.1786,0.0036,0.0000,0.0000,3.3925,0.0688,0.0000,0.0000
1966.00,197,23.3000,1129.8083,380.1873,20.0099,46.2917,2.5955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.2372,0.1601,0.0000,0.0000,48.9487,0.6403,0.0000,0.0000,0.0000,3.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,0.0048,0.0000,0.0000,46.2917,2.5955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1750,0.0255,0.0000,0.0000,22.3244,0.4845,0.0000,0.0000,0.2135,0.0046,0.0000,0.0000,4.0559,0.0872,0.0000,0.0000
1967.00,197,23.3000,1206.0714,410.1907,21.5890,22.7285,1.5979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5336,0.1277,0.0000,0.0000,30.1342,0.5110,0.0000,0.0000,0.0000,3.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0581,0.0020,0.0000,0.0000,22.7285,1.5979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7644,0.0167,0.0000,0.0000,14.5243,0.3173,0.0000,0.0000,0.1901,0.0041,0.0000,0.0000,3.6123,0.0779,0.0000,0.0000
1968.00,197,23.3000,1468.2594,472.0231,24.8433,108.4371,4.1658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.4345,0.2214,0.0000,0.0000,101.7380,0.8854,0.0000,0.0000,0.0000,3.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8478,0.0325,0.0000,0.0000,108.4371,4.1658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9765,0.0399,0.0000,0.0000,37.5529,0.7585,0.0000,0.0000,0.2651,0.0055,0.0000,0.0000,5.0373,0.1038,0.0000,0.0000
1969.00,197,23.3000,1580.2079,503.7745,26.5144,45.2013,2.5643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9587,0.1583,0.0000,0.0000,47.8348,0.6332,0.0000,0.0000,0.0000,3.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5555,0.0206,0.0000,0.0000,45.2013,2.5643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0695,0.0232,0.0000,0.0000,20.3204,0.4408,0.0000,0.0000,0.1820,0.0039,0.0000,0.0000,3.4574,0.0742,0.0000,0.0000
1970.00,197,23.3000,1709.3949,545.8312,28.7279,48.1015,2.7085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.4943,0.1635,0.0000,0.0000,49.9773,0.6541,0.0000,0.0000,0.0000,3.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2303,0.0085,0.0000,0.0000,48.1015,2.7085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1789,0.0257,0.0000,0.0000,22.3993,0.4882,0.0000,0.0000,0.2289,0.0049,0.0000,0.0000,4.3482,0.0936,0.0000,0.0000
